m,Zone,ES638,ES639,ES640,ES641,ES643,ES644,ES646,ES648,ES651,ES653,ES655,ES656,ES658,ES660,ES662,ES664,ES666,ES673,ES675
5.0,,0.00039720525564938006,0.0002739162876724416,0.0005268372680403804,0.005052068490283438,0.00047765988266219145,0.0006405826044008937,0.004549431540119977,0.0005905874095158824,0.0016338490766751245,0.0037835185607925136,0.0003505600798122501,0.0024037027456392836,0.0014161448599637712,0.0011013543677845033,0.003371573393446694,0.003312814528143764,0.0037702712829666093,0.005760483742894506,0.0006165929240529875
5.1,,0.0003180206969907095,0.00021443080420367237,0.00041242578172444414,0.004022167564246074,0.00038243635160462345,0.0005062901740057376,0.0036424829951837282,0.0004667760258788832,0.0013139202243238573,0.003053276963286287,0.00028067443553017986,0.001939773811579009,0.0011485328941271695,0.0008856948898390908,0.0027113755687011285,0.002652390848954953,0.003001674045378181,0.004671912635384203,0.0004958560277408632
5.2,,0.0002531898636479484,0.00016572820952607902,0.00031875357937222637,0.0031789560034757905,0.0003044739183111161,0.00039634083133563886,0.0028999363299850914,0.0003654078385141357,0.0010519846341069295,0.0024554057102311438,0.00022345690935778045,0.0015599409260211743,0.0009294307478050889,0.0007091278430524386,0.0021708513064667453,0.002111681672742165,0.0023723998502337496,0.003780665992753359,0.0003970050176989395
5.3,,0.00020011086664255658,0.00012585389750884127,0.00024206126659792192,0.002488592767322275,0.00024064367658893087,0.0003063219232109198,0.002291990539591468,0.00028241458613484605,0.0008375299110706986,0.0019659101289736304,0.00017661116106539276,0.0012489600615846258,0.0007500450825458099,0.0005645669718680476,0.0017283074701906682,0.0016689864417052946,0.001857193714550608,0.0030509749578539855,0.00031607265580479613
5.4,,0.00015665345945170805,9.320757200250175e-05,0.00017927091160492345,0.001923371155088955,0.00018838389471457646,0.00023262067477071083,0.0017942466247919068,0.00021446545811395912,0.0006619492341781148,0.001565145043102321,0.00013825710628746454,0.0009943504642516482,0.0006031765217366852,0.00044621054093764174,0.0013659832218463357,0.0013065382418144457,0.0014353786070923525,0.002453554467336568,0.00024981084220282424
5.5,,0.00012107354373552817,6.647902133546748e-05,0.00012786251697547202,0.0014606068388492177,0.00014559720414489527,0.00017227919613247114,0.0013867283745880796,0.00015883341735842618,0.0005181959343599081,0.0012370263425395423,0.00010685546213553723,0.0007858937568863377,0.0004829307143419514,0.0003493084911103685,0.0010693372171409667,0.0010097907541660523,0.0010900256065033847,0.001964427939231026,0.00019556025765216892
5.6,,9.194317254676904e-05,4.4595534919163464e-05,8.577288332597108e-05,0.0010817274617166395,0.0001105664247530655,0.0001228757718851461,0.0010530806507056778,0.00011328575473538366,0.0004005006869423024,0.0009683854717288089,8.11459703711429e-05,0.0006152238398809803,0.00038448177389919076,0.00026997180288048473,0.000826464010310965,0.0007668344601296836,0.0008072744842534382,0.0015639650085247565,0.00015114363570809008
5.7,,6.80932418059551e-05,2.6678851605571093e-05,5.13128058713388e-05,0.0007715272639511668,8.188564836068405e-05,8.242766914650263e-05,0.0007799129984686845,7.599448261507818e-05,0.00030413996839038674,0.0007484409292624124,6.0096818817628164e-05,0.00047549113020342744,0.0003038785987507599,0.000205016416379319,0.0006276162467805732,0.0005679186705482517,0.0005757774450000948,0.0012360936916877962,0.0001147783813746344
5.8,,4.856657004967081e-05,1.20099119835739e-05,2.3099280705782132e-05,0.0005175568224297025,5.8403814706088396e-05,4.931156353071747e-05,0.0005562622408361467,4.5462971308784515e-05,0.00022524648472324144,0.0005683655683735074,4.286323111456647e-05,0.00036108766357949746,0.0002378863004610087,0.0001518354438727482,0.00046481346759746315,0.0004050601963451446,0.00038624369971688175,0.0009676553615412022,8.500502930833192e-05
5.9,,3.257948337754159e-05,,,0.00030962341158328625,3.9178515354409365e-05,2.2198389440895666e-05,0.00037315248761319745,2.0465884064373758e-05,0.00016065396342749392,0.0004209323325421445,2.87535628762033e-05,0.0002674220271957553,0.0001838563763848938,0.00010829454620302395,0.00033152182559368677,0.0002717229551157035,0.0002310665937074662,0.0007478766453452852,6.062867034943213e-05
6.0,,1.9490363866946252e-05,,,0.00013938193353092633,2.3438171538059542e-05,,0.0002232349014610488,,0.00010777007982382097,0.0003002242083412091,1.720154357372773e-05,0.0001907350901817657,0.00013962041595731,7.264627426419925e-05,0.00022239185915693416,0.00016255565519058255,0.00010401832484391549,0.0005679370515236898,4.067099562171289e-05
6.1,,8.773899192908824e-06,,,,1.0551067991593093e-05,,0.00010049276325106683,,6.447241797529746e-05,0.00020139675491154659,7.743550110640524e-06,0.0001279491364890582,0.00010340307476330652,4.345993773379659e-05,0.00013304379955279673,7.317702951139832e-05,,0.00042061497236558885,2.43310335622019e-05
6.2,,,,,,,,,,2.9023290683539952e-05,0.00012048367954029974,,7.654434533950842e-05,7.375082373305777e-05,1.9564186446672596e-05,5.989179542704482e-05,,,0.00029999785555146256,1.0953004119952806e-05
6.3,,,,,,,,,,,5.4237656407743315e-05,,3.4457661969821154e-05,4.9473613916604875e-05,,,,,0.00020124491266813806,
6.4,,,,,,,,,,,,,,2.9597115640948187e-05,,,,,0.00012039284137260675,
6.5,,,,,,,,,,,,,,1.3323615239166578e-05,,,,,5.419676415290173e-05,
