ID,Name,Mmax,NMmin_Mmax,Beta,b,a
M01,1976 Earthquake,7.5,0.34647924008144637,1.1800000000000002,0.5124674886458371,1.8457809171090147
M02,Motagua GAP,7.3,0.42384826394577535,1.1800000000000002,0.5124674886458371,1.9333141075620013
P01,1816 Earthquake,7.7,0.08184609155165185,1.1800000000000002,0.5124674886458371,1.2191016440094053
P02,1785 Earthquake,7.4,0.10931800172064647,1.1800000000000002,0.5124674886458371,1.3447953833097266
Z,Zone,5.8,1.783994994516743,1.2700000000000002,0.5515539920171298,2.733386595587588
