m,Zone,ES638,ES639,ES640,ES641,ES643,ES644,ES646,ES648,ES651,ES653,ES655,ES656,ES658,ES660,ES662,ES664,ES666,ES673,ES675
5.0,,0.0003587426960486111,0.00026881969677000124,0.0005170347329294633,0.004696687945888593,0.0004314066635909712,0.000612259728912816,0.0041088966295851,0.0005644750337666397,0.0014320154413577705,0.003214835570870902,0.0003166143105363998,0.002042413421347821,0.0011278359237063109,0.0009653011918847119,0.0029550741436362884,0.0029920249000541044,0.0035050569329169432,0.004587723111411653,0.0005404235929016517
5.1,,0.0002965880575408904,0.0002167320179585965,0.0004168518243600356,0.0038579535099943015,0.00035666249312935066,0.0004988328291100944,0.0033970020391434646,0.00045990070024011807,0.0011900548797515824,0.0026828698939155163,0.0002617587044585145,0.001704450930153994,0.0009471071894683943,0.0008021990270881562,0.0024557698912294704,0.002473636015437586,0.0028791239385861332,0.003852568845146792,0.0004491108931449117
5.2,,0.00024362336838109656,0.00017234582597779152,0.0003314815810620289,0.0031432311698549095,0.0002929697125090496,0.0004021768009415134,0.0027903654854999865,0.00037078833144021256,0.0009838696900040956,0.002229558646354783,0.00021501384044926778,0.0014164582923796294,0.0007931003210998304,0.0006632125303898295,0.0020302908737365876,0.0020318941471425024,0.0023457390251581164,0.0032261117032171857,0.00037129934319347024
5.3,,0.0001984898374790517,0.00013452240816548623,0.0002587338584730973,0.0025341849668697237,0.000238694305101472,0.0003198119668715129,0.0022734239141528226,0.00029485177984730566,0.0008081702611839526,0.001843272282277375,0.00017518049491771755,0.0011710471548322058,0.00066186432476142,0.0005447760504781761,0.0016677215716445774,0.0016554665577485125,0.0018912183840521463,0.0026922801406683403,0.0003049927141925144
5.4,,0.00016002957944676,0.00010229141759925665,0.0001967423385075029,0.002015190027802448,0.00019244385378549444,0.00024962528508953017,0.0018329153648709079,0.0002301429190518986,0.0006584490841899584,0.0015141007563664744,0.00014123675692926237,0.0009619215782280384,0.0005500323855928522,0.0004438511397344402,0.0013587603927970602,0.0013346961254509038,0.0015039014427767569,0.002237378890288219,0.0002484899321220637
5.5,,0.0001272559094425044,7.482597917601524e-05,0.00014391664980024614,0.001572931713971367,0.0001530318189596996,0.00018981614014086486,0.0014575387406138033,0.00017500166523401256,0.0005308651131378138,0.001233599285056967,0.00011231181142810352,0.0007837165170108172,0.0004547354932223091,0.0003578486038921954,0.0010954810432104662,0.0010613535938844866,0.0011738517169075395,0.0018497376151838307,0.00020034143732141707
5.6,,9.93280301067498e-05,5.142147641241616e-05,9.890156727049477e-05,0.0011960640387215418,0.00011944709827237853,0.00013885014874947992,0.0011376638817300088,0.00012801338827729162,0.0004221452246340841,0.0009945716984846864,8.766359877310486e-05,0.0006318601809322191,0.00037352883828096914,0.00028456207713888255,0.0008711291806971866,0.000828426453349864,0.0008926018929580851,0.001519411510256684,0.00015931199652897417
5.7,,7.552946119178894e-05,3.147747474857286e-05,6.0542244282966126e-05,0.0008749185899952711,9.082808713451312e-05,9.541979573680627e-05,0.0008650845074857426,8.79726199143981e-05,0.00032950024690853267,0.0007908858251955359,6.665977745002958e-05,0.000502456747327677,0.0003043290916499848,0.00022211141855114157,0.0006799491345134958,0.0006299390372616273,0.0006529366023317197,0.0012379261716096177,0.00012434901339293742
5.8,,5.5249658504620474e-05,1.4482317603596817e-05,2.7854585450194395e-05,0.0006012564905084098,6.644057454702602e-05,5.841089016444601e-05,0.0006328076867231922,5.385212784852324e-05,0.0002505534045607901,0.000617316173372026,4.876150156501472e-05,0.00039218641511066404,0.00024536095736035524,0.00016889447771874808,0.0005170362455837885,0.00046079921845408253,0.00044870731349367813,0.0009980601885964666,9.455552446983294e-05
5.9,,3.7968350603289754e-05,,,0.0003680570321552298,4.56589071672638e-05,2.6873981144522535e-05,0.0004348744365895688,2.477656245811737e-05,0.0001832793431956673,0.0004694098726175954,3.3509596936395734e-05,0.0002982202364046965,0.00019511162797852244,0.00012354599212064204,0.0003782110391397974,0.0003166677723903643,0.0002746745934853563,0.0007936598809875372,6.91671879323761e-05
6.0,,2.3242191409957883e-05,,,0.00016933756212928033,2.7949938385237488e-05,,0.000266206846858304,,0.00012595216964484546,0.0003433724370807374,2.05127811372129e-05,0.00021814754084751627,0.00015229197404607577,8.490256177919183e-05,0.00025991200171659697,0.00019384705583244677,0.00012637369205336738,0.000619481428395803,4.7532674639798065e-05
6.1,,1.0693386318032467e-05,,,,1.2859350628637244e-05,,0.0001224778078689057,,7.71011747645246e-05,0.00023597041921077474,9.437625277601324e-06,0.0001499140906626828,0.00011580347190185876,5.197280262937663e-05,0.00015910421173573542,8.918614506123795e-05,,0.00047105634184801113,2.9096958510220773e-05
6.2,,,,,,,,,,3.5473102892439405e-05,0.000144448456760449,,9.176937988794222e-05,8.471002143098427e-05,2.3911912897708625e-05,7.320147962413486e-05,,,0.00034457682621953916,1.3387077515257445e-05
6.3,,,,,,,,,,,6.645858490440405e-05,,4.222172574000964e-05,5.821393073469971e-05,,,,,0.00023679809254528055,
6.4,,,,,,,,,,,,,,3.563545161597543e-05,,,,,0.00014495511406211774,
6.5,,,,,,,,,,,,,,1.639534087065144e-05,,,,,6.669169038753397e-05,
