m,Zone,ES638,ES639,ES640,ES641,ES643,ES644,ES646,ES648,ES651,ES653,ES655,ES656,ES658,ES660,ES662,ES664,ES666,ES673,ES675
4.0,0.47803526561169696,0.004975563243119568,0.003356745740880656,0.006456201530251936,0.062434002491653796,0.0059833723775918396,0.007854597757494261,0.05698812899920685,0.007241574327055398,0.020839081370793745,0.04931508503209787,0.004391265782138993,0.03133030891442454,0.019437065059884604,0.014047327636311419,0.0430030492391737,0.041497734390640945,0.04659341557377456,0.07906457909250364,0.007864392311647279
4.1,0.35566734282272106,0.003908482637401666,0.0026329371946184664,0.005064063368854766,0.04902552271442492,0.0047001527079904995,0.0061647383177786085,0.0447662107479826,0.005683602408849753,0.016374718446265403,0.03875935758191613,0.003449496112714541,0.024624162070808395,0.015281634424093495,0.011037964240084977,0.03379049254106041,0.032597952519569345,0.03658689916380239,0.06216144206257236,0.006179601085232169
4.2,0.26318365630310353,0.003069087302940183,0.0020635692260505445,0.003968968704645778,0.03847803894710914,0.00369073636401346,0.00483544780121195,0.03515210933589171,0.004458058291229882,0.012862926187918823,0.03045592827577809,0.0027086738520378222,0.019348920123216366,0.012012856911250678,0.008670715148539372,0.026543638770669148,0.025597136142369345,0.028715494563498544,0.04886496353540255,0.004854297366453546
4.3,0.19328598968168884,0.002408795546403507,0.001615688518776154,0.003107536731273671,0.030181094351591393,0.0028967013444251856,0.003789790845429072,0.027589389306021773,0.0034940111433438724,0.010100452555225587,0.023924219441173435,0.00212592242169121,0.015199267833373517,0.009441545448020701,0.006808571059045123,0.020843061689804213,0.020090098929852845,0.022523628399172144,0.03840558307185768,0.0038117765368871747
4.4,0.14045846968353065,0.0018893916542791836,0.0012633730759999248,0.002429910340605629,0.023654486571031554,0.0022720912753545217,0.0029672479508922227,0.021640343025079996,0.0027356647974349888,0.007927413830287352,0.018786195291498855,0.0016675139105041792,0.011935035728444504,0.0074188802115641925,0.005343756636928536,0.016358828933838405,0.015758110026557068,0.017652933962317697,0.03017794298973806,0.00299170060660805
4.5,0.10053228896749547,0.001480814081587781,0.0009862319328281417,0.001896870542312175,0.018520475052589407,0.0017807555927208292,0.002320212793127203,0.016960657473716795,0.0021391284334050416,0.006218041026074386,0.014744482344532012,0.001306917003854419,0.009367299809719402,0.005827795382956722,0.004191492801199517,0.012831406512488423,0.012350446861393442,0.01382151001554609,0.02370585207031482,0.0023466060316604137
4.6,0.07035673072389294,0.0011594155795017806,0.0007682249881613841,0.0014775665859172507,0.014481918553146237,0.0013942572556250154,0.00181123691093965,0.01327948643798393,0.001669876309319749,0.004873400753331012,0.01156515833401451,0.0010232614304693047,0.007347447196188927,0.004576203727453791,0.003285089964715661,0.010056637758103696,0.009669884074545516,0.01080760519145799,0.018614725033740682,0.0018391566659837198
4.7,0.04755053441402786,0.0009065945632558738,0.0005967346515805165,0.0011477304115615652,0.011305077492192806,0.001090226895409553,0.0014108623013999893,0.010383774739925213,0.001300749514649595,0.0038156692516789358,0.009064213487983568,0.0008001300534977633,0.005758574855137749,0.0035916668605567663,0.0025720882401877028,0.007873927347887718,0.007561278703072713,0.008436783686227384,0.014609902662542234,0.0014399828568618794
4.8,0.030313982038584347,0.0007077185080136856,0.0004618355749223263,0.0008882720872257794,0.008806085803466621,0.0008510681434539721,0.0010959164786724519,0.008105927240615905,0.001010384093695861,0.0029836281829516563,0.007096900593104844,0.0006246086956938063,0.004508723603988862,0.002817202730808399,0.0020112212186855155,0.006156946526571837,0.0059025909698776306,0.006571829436597254,0.011459597806734938,0.00112598161719858
4.9,0.01728687599447398,0.0005512770620611688,0.00035572020279084105,0.0006841749405176081,0.006840309316540849,0.0006629392059478066,0.0008481713197884427,0.006314108934398421,0.0007819745636833355,0.0023291214967391858,0.005549357458557741,0.00048653870543298217,0.003525555787646256,0.002207987668951671,0.0015700275932184807,0.004806321575607829,0.0045978209861370495,0.005104804464223728,0.008981480236303668,0.0008789794936699924
