m,Zone,ES638,ES639,ES640,ES641,ES643,ES644,ES646,ES648,ES651,ES653,ES655,ES656,ES658,ES660,ES662,ES664,ES666,ES673,ES675
5.3,,0.00018296790238361187,0.00010019771297538335,0.00019271540884407243,0.0021659821174600255,0.00022002837460098886,0.00025457062959968296,0.0020956418226962506,0.00023470229700463946,0.0008067507743191453,0.002000180176874442,0.00016148135391062788,0.0012707321255797648,0.000857302306719273,0.0005438191946211164,0.0016647923511834868,0.0015260088243531915,0.0016164349696733001,0.0034872675389498436,0.0003044570187178704
5.4,,0.00013437434751445833,7.012258035065993e-05,0.0001348703612107275,0.0015739916487550274,0.00016159210925250728,0.0001822073681652352,0.0015390705084349335,0.0001679867308605029,0.0005969724879028415,0.001488172149318948,0.0001185943068965056,0.0009454489052519905,0.0006422905832086605,0.00040241064268735355,0.0012318987020079044,0.001120723566277996,0.0011746427278933047,0.002612659599585295,0.000225289481843855
5.5,,9.764812880481538e-05,4.739228409076933e-05,9.11520146857134e-05,0.0011265748774110355,0.00011742692999073229,0.00012751639169436945,0.0011184229581555852,0.00011756419066675047,0.0004384254697189565,0.00110120480659769,8.618097404418467e-05,0.0006996051359598979,0.00047978821835696584,0.00029553635823301795,0.0009047247201815605,0.0008144155575730756,0.0008407433344547071,0.0019516451388654737,0.00016545594462337752
5.6,,6.989104981892013e-05,3.02130957390721e-05,5.811039917878031e-05,0.0007884245559746318,8.404760556620514e-05,8.618184087335145e-05,0.0008005043787712735,7.945565458541452e-05,0.0003185982111192908,0.0008087411804946377,6.168350406800774e-05,0.0005138004121907418,0.0003569715730539485,0.00021476251166271666,0.0006574519440898786,0.0005829129447162176,0.0005883876016118863,0.001452061156586308,0.0001202347299983546
5.7,,4.891270081107822e-05,1.722934449145382e-05,3.313808338720903e-05,0.000532856040864972,5.8820054865371634e-05,5.4941859402450796e-05,0.0005602266853659103,5.065384260446205e-05,0.00022803471728645314,0.0005877019269187655,4.3168714553213525e-05,0.0003733722228803423,0.00026414874935379377,0.00015371495169004388,0.0004705672002151642,0.0004079470338144859,0.0003976612416661386,0.0010744837052880111,8.605727121588255e-05
5.8,,3.3057605708367346e-05,7.4164363953983535e-06,1.4264413125441242e-05,0.0003397015123171076,3.975348220893155e-05,3.1331189323365784e-05,0.0003786287112556521,2.88859013847933e-05,0.00015958830107816807,0.00042064405284261073,2.917553766145702e-05,0.00026723888055747475,0.00019399476836520508,0.00010757619840715412,0.0003293227492685365,0.00027571064304596514,0.00025351335975210893,0.0007891168064564653,6.0226503543816794e-05
5.9,,2.107458261050409e-05,,,0.00019371846005208503,2.5343276589909733e-05,1.3486628752718042e-05,0.0002413799149418202,1.2434045326003633e-05,0.00010785761254703425,0.0002943844277336942,1.8599722075353417e-05,0.0001870250260034961,0.00014097353013563542,7.270527882490886e-05,0.0002225724896722339,0.00017576852887433045,0.00014456873423620477,0.0005734411439699408,4.070402930794922e-05
6.0,,1.201800857965073e-05,,,8.338684262210084e-05,1.445227747201924e-05,,0.0001376495061534588,,6.876039922089359e-05,0.00019895945587408112,1.0606692602742358e-05,0.00012640069889210544,0.00010090094032987634,4.6350404755038115e-05,0.00014189237907317128,0.00010023390389669804,6.223015755230281e-05,0.0004104369848349348,2.5949260687492387e-05
6.1,,5.173197173841602e-06,,,,6.221037410508939e-06,,5.9251749696659e-05,,3.9211361052770304e-05,0.00012683881361371532,4.565690882366474e-06,8.058181812462277e-05,7.061472847665913e-05,2.643181942491668e-05,8.09156632235499e-05,4.314606242164779e-05,,0.00028724109157103535,1.4797846455209968e-05
6.2,,,,,,,,,,1.6878678429647743e-05,7.233120476998537e-05,,4.595265298886045e-05,4.772490196771358e-05,1.137767647961217e-05,3.4830452777039776e-05,,,0.00019413163842806394,6.369788884212822e-06
6.3,,,,,,,,,,,3.113524022026647e-05,,1.9780492999066152e-05,3.042514324751047e-05,,,,,0.0001237610275667733,
6.4,,,,,,,,,,,,,,1.7350266875674014e-05,,,,,7.057606400150201e-05,
6.5,,,,,,,,,,,,,,7.468487892296275e-06,,,,,3.0379733248954323e-05,
