m,Zone,M01,M02,P01,P02
4.5,1.8357006358052688,0.327347559349394,0.402642285155674,0.076898207075215,0.10356596992487499
4.6,1.5282586570927188,0.2907509582031771,0.35728636890348897,0.06835232198436524,0.09194632626958313
4.7,1.268101374197423,0.25812998695937733,0.3168576407304176,0.060734809344663604,0.08158896931099414
4.8,1.0479563825248843,0.22905275761129573,0.28082084119572925,0.05394481647685115,0.07235677197775002
4.9,0.8616697761337556,0.20313429981180187,0.24869885815575077,0.04789244671711432,0.06412750384102933
5.0,0.7040341222082568,0.18003146402705505,0.2200664099987645,0.04249756922287939,0.05679221283482525
5.1,0.5706428931236162,0.1594383783802925,0.1945444150944594,0.037688758073993446,0.05025378277619066
5.2,0.4577672869164033,0.14108239903619454,0.171794972911799,0.03340234662343476,0.04442564758762098
5.3,0.36225199281441034,0.1247205005106126,0.15151689035740973,0.02958158457755222,0.039230645198417936
5.4,0.2814269880685475,0.11013605811486975,0.13344169410507933,0.02617588664592831,0.03459999595116725
5.5,0.21303290046627105,0.09713597993554501,0.11733007612128028,0.02314016281330521,0.030472391987860305
5.6,0.15515785011946312,0.08554815037835309,0.10296872532696147,0.020434221366653915,0.02679318555951286
5.7,0.10618400500987409,0.0752191514297093,0.09016750344813619,0.018022236773714676,0.023513665512839576
5.8,0.06474235631245215,0.06601223146643889,0.07875692766471182,0.01587227536794372,0.020590412374971227
5.9,0.02967444929152175,0.057805494721519794,0.06858592672888425,0.013955872560133165,0.017984723497806
6.0,,0.05049028743514276,0.05951984084504288,0.012247655979162848,0.015662100651146305
6.1,,0.043969759324405694,0.05143863883043502,0.010725009552425621,0.013591793280569347
6.2,,0.03815758132610185,0.044235328952541834,0.009367774078491334,0.011746391382956254
6.3,,0.03297680263605366,0.037814542403318246,0.008157980327716977,0.010101462609522535
6.4,,0.02835883191267073,0.03209127065608796,0.007079611137166655,0.008635228791745527
6.5,,0.02424252915629421,0.02698973998822835,0.0061183893500778765,0.007328277607527833
6.6,,0.02057339624118984,0.022442408268795924,0.005261588792281326,0.006163305570177251
6.7,,0.01730285538317162,0.018389070728980213,0.00449786578298099,0.005124888937484774
6.8,,0.014387605990070176,0.014776062876161877,0.003817108949168029,0.004199279507832964
6.9,,0.011789051380014593,0.011555549998490074,0.0032103053552739414,0.003374222599760423
7.0,,0.00947278777751803,0.008684893853317464,0.0026694211756757616,0.002638794805108109
7.1,,0.007408148821888953,0.0061260881547125475,0.0021872953302071296,0.001983259367666981
7.2,,0.005567799557450005,0.003845255386140216,0.0017575446744539265,0.0013989372726007946
7.3,,0.00392737453016531,0.001812198276321586,0.0013744794895937677,0.000878092339922095
7.4,,0.0024651551992262697,,0.0010330281529000052,0.00041382880070686207
7.5,,0.0011617823926611112,,0.000728669991579453,
7.6,,,,0.0004573754309565829,
7.7,,,,0.00021555264459127322,
