ID,MmaxC,btf,btz,MmaxZone
1.0,5.0,1.2,2.8,4.9
2.0,5.1,2.8,1.7999999999999998,4.9
3.0,5.2,1.7999999999999998,1.5999999999999999,4.8
4.0,5.5,1.0,2.1999999999999997,5.1
5.0,5.6,1.5999999999999999,1.2,4.8
6.0,5.6,1.9999999999999998,2.1999999999999997,4.9
7.0,5.6,2.3999999999999995,2.8,5.0
8.0,5.6,2.8,1.5999999999999999,4.9
