ID,Name,Mmax,NMmin_Mmax,Beta,b,a
M01,1976 Earthquake,7.5,0.25204212364826684,1.01,0.4386374267222843,1.3753415504729998
M02,Motagua GAP,7.3,0.3179092038315853,1.01,0.4386374267222843,1.4761715216642908
P01,1816 Earthquake,7.7,0.057714192019500815,1.01,0.4386374267222843,0.7351510403017569
P02,1785 Earthquake,7.4,0.08075415747628303,1.01,0.4386374267222843,0.8810333106655486
Z,Zone,5.0,2.1651887071106746,2.2700000000000014,0.9858484739203821,4.771813885934054
