ID,Name,Mmax,NMmin_Mmax,Beta,b,a
ES638,Norte de Cubillas,6.1,0.00253898288751635,1.7999999999999998,0.7817300674258532,0.5315800434868372
ES639,E de Cubillas,5.8,0.001985071801904556,1.7999999999999998,0.7817300674258532,0.4246964899244454
ES640,Oeste de Cubillas,5.8,0.0038179905761208553,1.7999999999999998,0.7817300674258532,0.7087551218009343
ES641,Obeilar Pinos Puente,6.0,0.03350001043187348,1.7999999999999998,0.7817300674258532,1.6519652119791945
ES643,Tocon Obeilar,6.1,0.0030532583617244612,1.7999999999999998,0.7817300674258532,0.611683824845124
ES644,Alitaje,5.9,0.004426993834458492,1.7999999999999998,0.7817300674258532,0.7730291868341648
ES646,Pinos Puente,6.1,0.029080503502924394,1.7999999999999998,0.7817300674258532,1.5905221913762675
ES648,Pedro Ruiz,5.9,0.004081482704452873,1.7999999999999998,0.7817300674258532,0.7377382301917748
ES651,Atarfe,6.2,0.010103803886618173,1.7999999999999998,0.7817300674258532,1.1314051777389957
ES653,El Fargue Jun,6.3,0.02269901135259433,1.7999999999999998,0.7817300674258532,1.4829272117660026
ES655,Escoznar,6.1,0.002240821416711932,1.7999999999999998,0.7817300674258532,0.47732751632014025
ES656,Santa Fe,6.3,0.014420882317569366,1.7999999999999998,0.7817300674258532,1.2859121024813538
ES658,Granada,6.5,0.008045043766615382,1.7999999999999998,0.7817300674258532,1.0324486807920161
ES660,Belicena Alhendin,6.2,0.0068108301437548495,1.7999999999999998,0.7817300674258532,0.960120319190275
ES662,Huenes,6.2,0.020849977420220912,1.7999999999999998,0.7817300674258532,1.446025858688068
ES664,Dilar,6.1,0.02117590156938221,1.7999999999999998,0.7817300674258532,1.4527621792975398
ES666,Padul Niguelas,6.0,0.02500047803257084,1.7999999999999998,0.7817300674258532,1.5248685825723645
ES673,Ventas de Zafarraya,6.5,0.03272500232048879,1.7999999999999998,0.7817300674258532,1.641799955721483
ES675,Albunuelas,6.2,0.003813041284808096,1.7999999999999998,0.7817300674258532,0.7081917772239432
Z,Zone,4.8,0.7370547306545319,1.6,0.6948711710452029,2.6469844221602568
