m,Zone,M01,M02,P01,P02
4.5,1.5688376109917384,0.4275544690255872,0.5125269736633183,0.10309771348890857,0.13353168325069634
4.6,1.3062769781354029,0.3748428339222102,0.44899011387665305,0.09044092605019001,0.11702660411483311
4.7,1.084763809971231,0.3285106789850032,0.3931428682716541,0.07931593940411204,0.10251906925513973
4.8,0.8978809435783207,0.2877859210275739,0.34405459333743,0.06953736577516721,0.08976732380922424
4.9,0.7402144443779416,0.2519899190298482,0.30090727765670316,0.06094225413515411,0.07855887154700007
5.0,0.607196766246658,0.22052616520322965,0.2629819104901676,0.05338737477262479,0.06870693381444452
5.1,0.4949744312219519,0.19287034473129672,0.22964650011702556,0.0467468325001239,0.060047337037352023
5.2,0.4002963955253152,0.16856159854066508,0.2003455422682555,0.04090996872549073,0.05243577691816527
5.3,0.32041986790360716,0.1471948435040445,0.17459076315363808,0.035779517427152026,0.04574541373621506
5.4,0.25303085187728214,0.128414022098665,0.15195298282351222,0.03126998430441277,0.039864758679236126
5.5,0.1961771100308218,0.11190616903177522,0.13205496327559169,0.027306222092759493,0.03469581598379766
5.6,0.14821160834311017,0.0973961959589273,0.11456512212705247,0.02382217830310288,0.03015244992511023
5.7,0.10774480215879302,0.08464230738712653,0.0991920070959586,0.020759794517173944,0.026158949443580534
5.8,0.0736043815410596,0.07343197137304429,0.0856794392142896,0.018068038896833487,0.02264876648892218
5.9,0.044801309842076156,0.06357837787164797,0.07380224383863515,0.015702055784943228,0.019563407057475616
6.0,0.020501171639741047,0.054917325716851435,0.06336249831973646,0.013622418226671163,0.01685145644288356
6.1,,0.04730448635855282,0.05418623380170336,0.011794470955179232,0.014467722456811797
6.2,,0.040612998758727585,0.04612053618939257,0.010187752893147741,0.012372482342268521
6.3,,0.034731355367710055,0.03903099797420814,0.008775489546650195,0.01053082083001822
6.4,,0.029561543952382453,0.032799478455320594,0.007534146832584581,0.00891204830740291
6.5,,0.025017414311529117,0.027322135032429293,0.006443038904601211,0.007489189403883503
6.6,,0.021023242661155038,0.022507692763355507,0.005483983442303444,0.00623853347104521
6.7,,0.017512469766555978,0.018275923350217445,0.004640998659429422,0.005139239466225224
6.8,,0.0144265917932603,0.014556308207876973,0.00390003698193206,0.004172988655508115
6.9,,0.011714185393882828,0.011286863335910568,0.0032487509579448956,0.0033236793487004617
7.0,,0.009330050784850795,0.008413106411665585,0.0026762874987364825,0.0025771585793209688
7.1,,0.007234458533155439,0.005887148891947894,0.002173107021866121,0.0019209862582973364
7.2,,0.005392487501516172,0.0036668979940419474,0.0017308244827262617,0.0013442278712059437
7.3,,0.0037734429194161163,0.0017153552578034151,0.0013420696454069295,0.0008372722645425478
7.4,,0.0023503448826925383,,0.0010003642644233277,0.0003916714845980556
7.5,,0.001099478757993481,,0.0007000141306519071,
7.6,,,,0.000436014182518695,
7.7,,,,0.00020396510120421703,
